kd_lpse,kd_agency,kd_lelang,nama_lpse,nama_agency,kd_paket,nama_paket,nama_panitia,hasil_lelang,nama_pemenang,npwp_pemenang,hps,tgl_pengumuman,nama_satker,nilai_kontrak,tanggal_kontrak,tanggal_akhir_lelang,sumber_dana,tahun_anggaran,kategori,kd_satker,pagu,kd_pemenang,kd_kabupaten,nama_kabupaten,nama_propinsi
276,1275,230276,LPSE Kementerian Perdagangan RI,Kementerian Perdagangan,182276,VERIFIKASI PENGANGKUTAN ANTAR PULAU KELAPA SAWIT DAN PRODUK TURUNANNYA TAHUN 2013,Direktorat Jenderal Perdagangan Dalam Negeri,34971920000,"","",34997371000,2012-12-17,Direktorat Bahan Pokok dan Barang Strategis,"","",2013-01-04,APBN,2013,Jasa Lainnya,8275,35000000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
39,1039,2269039,LPSE Provinsi Riau,ULP Provinsi Riau,2545039,Pengadaan Blanko SKPD,Panitia Pengadaan Barang/Jasa dan Jasa Lainnya,2381940000,"","",2556375000,2012-12-29,Dinas Pendapatan Provinsi Riau,"","",2013-02-26,APBD,2013,Pengadaan Barang,8039,2556375000,"",14700,Pekan Baru (Kota),Riau
114,3999,2770114,LPSE Kementerian Perhubungan,Ditjen Phb Laut,2623114,Pekerjaan Pelayanan Pengoperasian Angkutan di Perairan untuk Daerah Masih Tertinggal dan/atau Wilayah Terpencil Pangkalan Sorong Kode Trayek R-80 Tahun Anggaran 2013,PANITIA PENG.JASA PERINTIS PANGKALAN SORONG PELABUHAN.KEL.1 SORONG,15734600,"","",5743039000,2012-12-27,KANTOR KESYAHBANDARAN DAN OTORITAS PELABUHAN KELAS I SORONG,"","",2013-01-16,APBN,2013,Pengadaan Barang,496114,5743050700,"",14748,Jakarta Pusat (Kota),DKI Jakarta
139,1139,375139,LPSE Kabupaten Bangka Tengah,LPSE Bangka Tengah,326139,"Pembangunan Jalan Agropolitan Desa Mesu-Melempem Kec. Pangkalan Baru Sep. 5,4 Km (Lanjutan)",Pokja II Pekerjaan Konstruksi,1885255000,"","",1953930000,2012-12-27,DINAS PEKERJAAN UMUM,"","",2013-02-11,APBD,2013,Pekerjaan Konstruksi,4139,1953930000,"",15059,Bangka Tengah (Kab.),Kep. Bangka Belitung
114,5999,2838114,LPSE Kementerian Perhubungan,Ditjen Perkeretaapian,2906114,Penataan Track Layout Di Emplasemen Klaten Lintas Semarang-Yogyakarta (Paket D.12-04) (Lelang Tidak Mengikat),PANITIA PENGADAAN BARJAS SATKER PENINGKATAN JLN KA LINTAS SELATAN JAWA TA 2013,2057980000,"","",2482223000,2012-12-30,PENINGKATAN JALAN KA LINTAS SELATAN JAWA,"","",2013-04-17,APBN,2013,Pekerjaan Konstruksi,251114,2482223000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
16,498016,5275016,LPSE Provinsi Sumatera Barat,Pemprov Sumatera Barat,4766016,Supervisi Rehab D.I Batang Lampasi Kabupaten 50 Kota,Panitia Pengadaan JAsa Konsultan ,195000000,"","",200000000,2012-12-17,Dinas Pengelolaan Sumber Daya Air,"","",2013-03-07,APBD,2013,Jasa Konsultansi,89016,200000000,"",14686,Sawahlunto/Sijunjung (Kab.),Sumatera Barat
283,11283,99283,LPSE Kabupaten Rokan Hulu,ULP Kabupaten Rokan Hulu,104283,Pengadaan Mobil Patroli Pengawalan ( 1 unit ),Pokja 5,519270000,"","",519993000,2012-12-09,"Dinas Perhubungan, Komunikasi dan Informatika","","",2012-12-20,APBD,2012,Jasa Lainnya,5283,520000000,"",14697,Rokan Hulu (Kab.),Riau
252,27999,1180252,LPSE Kementerian Hukum dan HAM RI,KANWIL JAWA TIMUR,1081252,Pengadaan Bahan Makanan Untuk Narapidana Dan Tahanan Pada Rumah Tahanan Negara Klas IIB Magetan Tahun Anggaran 2013,Pengadaan Bahan Makanan untuk Napi/Tahanan pada Rutan Klas IIB Magetan TA. 2013,402400000,"","",373418182,2012-12-18,Rumah Tahanan Negara Klas IIB Magetan,"","",2012-12-31,APBN,2013,Pengadaan Barang,205252,408800000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
218,6218,787218,LPSE Kementerian Kelautan dan Perikanan,BPSDMKP,860218,Pengadaan Bahan Makanan Siswa SUPM Bone SMT I Tahun 2013,Pengadaan Bahan Makan Siswa Semester I TA 2013,930290000,"","",1166400000,2012-12-06,SUPM N Bone,"","",2013-01-01,APBN,2013,Pengadaan Barang,191218,1166400000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
114,9999,2518114,LPSE Kementerian Perhubungan,Badan Peng. SDM Perhubungan,2599114,Pengadaan FMSS (Full Mission Ship's Handling Simulator) pada STIP Jakarta Tahun Anggaran 2013.,PANITIA PENGADAAN BARANG/JASA BELANJA BARANG DAN MODAL RUPIAH MURNI,11550000000,"","",11968000000,2012-12-17,Sekolah Tinggi Ilmu Pelayaran,"","",2013-01-30,APBN,2013,Pengadaan Barang,71114,11976000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
114,5999,2765114,LPSE Kementerian Perhubungan,Ditjen Perkeretaapian,2831114,Studi Kelayakan Reaktivasi Jalan KA Magelang-Semarang (LELANG TIDAK MENGIKAT),PANITIA PENGADAAN JASA KONSULTANSI SATKER KANTOR PUSAT DJKA TA.2013 ,744205000,"","",795646000,2012-12-27,KANTOR PUSAT DITJEN PEREKERETAAPIAN,"","",2013-04-12,APBN,2013,Jasa Konsultansi,293114,800000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
47,5047,4484047,LPSE Kementerian Kesehatan,DIREKTORAT JENDERAL BINA UPAYA KESEHATAN ,4041047,PENGADAAN TENAGA SATPAM RSUP Dr. MOHAMMAD HOESIN PALEMBANG TAHUN ANGGARAN 2013,Unit Layanan Pengadaan RSUP dr.M.Hoesin Palembang TA 2012,2653279200,"","",2690344800,2012-12-01,RSUP Dr.Muhammad Hoesin Palembang,"","",2012-12-27,BLU,2013,Jasa Lainnya,126047,2808000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
338,9338,704338,LPSE Kabupaten Nunukan,DPU KAB.NUNUKAN,649338,Peningkatan Jalan Pantai (Coatal Road) Nunukan,PBJ BINA MARGA 11 MY,143766456000,"","",147145067000,2012-12-11,Dinas Pekerjaan Umum Kab. Nunukan,"","",2013-02-11,APBD,2012,Pekerjaan Konstruksi,10338,149403222700,"",14907,Nunukan (Kab.),Kalimantan Timur
469,1469,6469,LPSE Badan SAR Nasional,BADAN SAR NASIONAL,7469,Pengadaan Rescue Command Based,PENGADAAN RESCUE COMMAND BASED,57586100000,"","",57863740000,2012-12-28,Kantor Pusat Basarnas,"","",2013-02-12,APBN,2013,Pengadaan Barang,1469,57913700000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
114,6999,2525114,LPSE Kementerian Perhubungan,Ditjen Phb Darat,2607114,Pengadaan dan Pemasangan Perlengkapan Jalan Segmen Beruberu-Topoyo (pelelangan tidak mengikat),PANITIA PENGADAAN BARANG/JASA PEMELIHARAAN FASILITAS KESELAMATAN LLAJ SULBAR,1113437000,"","",1118600000,2012-12-17,PENGEMBANGAN LLAJ SULAWESI BARAT,"","",2013-02-07,APBN,2013,Pengadaan Barang,297114,1153000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
252,32999,1090252,LPSE Kementerian Hukum dan HAM RI,KANWIL SULAWESI UTARA,1105252,PENGADAAN BAHAN MAKANAN NARAPIDANA/TAHANAN PADA RUTAN KLAS IIA MANADO,Unit Layanan Pengadaan (ULP),719963000,"","",726640000,2012-12-10,Rumah Tahanan Negara Manado,"","",2013-01-01,APBN,2013,Pengadaan Barang,512252,726642000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
114,3999,2604114,LPSE Kementerian Perhubungan,Ditjen Phb Laut,2683114,PEKERJAAN REPLACEMENT RAMBU SUAR 1 (SATU PAKET) (PELELANGAN TIDAK MENGIKAT),PANITIA PENGADAAN BARANG/JASA KANTOR DISNAV KELAS III SIBOLGA,17153471000,"","",17425000000,2012-12-20,DISTRIK NAVIGASI KELAS III SIBOLGA,"","",2013-02-05,APBN,2013,Pekerjaan Konstruksi,527114,17425000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
252,27999,1207252,LPSE Kementerian Hukum dan HAM RI,KANWIL JAWA TIMUR,1120252,Pengadaan Bahan Makanan Untuk Narapidana Dan Tahanan Pada Rumah Tahanan Negara Pacitan Tahun Anggaran 2013,Pengadaan Bahan Makanan Napi/Tahanan pada Rutan Klas IIB Pacitan TA. 2013,306728000,"","",307277171,2012-12-29,Rumah Tahanan Negara Klas IIB Pacitan,"","",2013-01-18,APBN,2013,Pengadaan Barang,206252,335800000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
114,9999,2598114,LPSE Kementerian Perhubungan,Badan Peng. SDM Perhubungan,2677114,Seleksi Umum PraKualifikasi tidak mengikat jasa konsultansi pengawas pembangunan kampus baru tahap I ATKP Makassar,POKJA ULP ATKP MAKASSAR PEK.JASA KONSULTAN PENGAWAS PEMB.KAMPUS BARU TAHAP I,1277446000,"","",1376320000,2012-12-20,Akademi Teknik dan Keselamatan Penerbangan (ATKP) Makassar,"","",2013-02-27,APBN,2013,Jasa Konsultansi,36114,1376327680,"",14748,Jakarta Pusat (Kota),DKI Jakarta
158,1158,17158,LPSE Badan Nasional Penempatan dan Perlindungan Tenaga Kerja Indonesia,BNP2TKI,14158,Jasa kebersihan gedung kantor dan crisis center BNP2TKI,PANITIA ULP BNP2TKI,1236931124,"","",1368839813,2012-12-20,SEKRETARIAT UTAMA,"","",2013-01-09,APBN,2013,Jasa Lainnya,2158,1370300000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
252,24999,932252,LPSE Kementerian Hukum dan HAM RI,KANWIL JAWA BARAT,925252,Pengadaan Bahan Makanan Untuk Tahanan/Narapidana Lembaga Pemasyarakatan Klas I Sukamiskin Bandung,PANITIA PENGADAAN BAHAN MAKANAN NAPI/TAHANAN LP SUKAMISKIN TA. 2013,1352256000,"","",1470121695,2012-12-02,LAPAS KLAS I SUKAMISKIN,"","",2013-01-01,APBN,2013,Pengadaan Barang,285252,1470147000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
252,34999,1069252,LPSE Kementerian Hukum dan HAM RI,KANWIL SULAWESI SELATAN,1077252,Pengadaan Bahan Makanan Narapidana/Tahanan pada Rutan Kelas IIB Bantaeng,PENGADAAN BARANG/JASA RUTAN KLS IIB BANTAENG 2013,292834950,"","",294737000,2012-12-11,RUTAN KELAS IIB BANTAENG,"","",2013-01-01,APBN,2013,Pengadaan Barang,483252,294737000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
212,3212,734212,LPSE Kementerian Pertanian,Kementerian Pertanian,712212,Pengadaan Jasa Konsultan Perencana Renovasi Instalasi Laboratorium Diversifikasi Pangan TA 2013,Renovasi Pembangunan Prasarana Laboratorium,224812000,"","",225940000,2012-12-27,Balai Besar Penelitian dan Pengembangan Pascapanen Pertanian,"","",2013-02-18,APBN,2013,Jasa Konsultansi,23212,226027000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
29,41029,1643029,LPSE Universitas Diponegoro,PTK AKAMIGAS,1488029,"Pengadaan Jasa Lainnya, Cleaning Service Asrama Mahasiswa PTK Akamigas-STEM",PANITIA POKJA PENGADAAN 2012,452756900,"","",532635000,2012-12-20,PTK AKAMIGAS,"","",2013-01-17,APBN,2013,Jasa Lainnya,107029,550000000,"",14807,Semarang (Kab.),Jawa Tengah
384,1384,95384,LPSE Badan Koordinasi Penanaman Modal,LPSE BKPM,100384,Pengadaan Jasa Alih Daya (Outsourcing) Keamanan TA. 2013,PPBJ Unit Sekretariat Utama,2245800000,"","",2479040000,2012-12-27,Sekretariat Utama,"","",2013-01-18,APBN,2012,Jasa Lainnya,1384,2482400000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
363,1363,30363,LPSE Universitas Negeri Malang,Universitas Negeri Malang,27363,BELANJA PEMELIHARAAN JALAN DAN JEMBATAN BERUPA PEMELIHARAAN TAMAN TROTOAR JL. VETERAN,Pokja Pemeliharaan Trotor Jalan dan Taman Jalan Veteran,400200000,"","",502300000,2012-12-01,Universitas Negeri Malang,"","",2012-12-15,APBN,2012,Pekerjaan Konstruksi,2363,600000000,"",14839,Malang (Kab.),Jawa Timur
114,5999,2430114,LPSE Kementerian Perhubungan,Ditjen Perkeretaapian,2491114,PENYUSUNAN STUDI AMDAL “AMDAL Pembangunan Dipo KRL Cikarang” (seleksi umum tidak mengikat),PANITIA PENGADAAN JASA KONSULTANSI SATKER DDT TA.2013,980500000,"","",1026000000,2012-12-03,PEMBANGUNAN DOUBLE DOUBLE TRACK,"","",2013-03-05,APBN,2013,Jasa Konsultansi,371114,1026000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
252,19999,1222252,LPSE Kementerian Hukum dan HAM RI,KANWIL LAMPUNG,1235252,Pengadaan Bahan Makanan Narapidana/Tahanan Rumah Tahanan Negara Klas IIB Krui ,PENGADAAN BAMA UNTUK NARAPIDANA/TAHANAN PADA RUTAN KLAS IIB KRUI,347119000,"","",351758000,2012-12-24,RUMAH TAHANAN NEGARA KLAS IIB KRUI,"","",2013-01-16,APBN,2012,Pengadaan Barang,743252,366836000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
252,34999,1063252,LPSE Kementerian Hukum dan HAM RI,KANWIL SULAWESI SELATAN,1071252,Pengadaan Bahan Makanan Narapidana/ Tahanan pada Lapas Kelas IIA Maros TA 2013,PENGADAAN BARANG/JASA LAPAS KELAS IIA MAROS 2013,716417160,"","",719750000,2012-12-10,LAPAS KELAS IIA MAROS,"","",2013-01-01,APBN,2013,Pengadaan Barang,469252,719780000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
114,5999,2763114,LPSE Kementerian Perhubungan,Ditjen Perkeretaapian,2829114,Masterplan KA Perkotaan Manado (LELANG TIDAK MENGIKAT),PANITIA PENGADAAN JASA KONSULTANSI SATKER KANTOR PUSAT DJKA TA.2013 ,978945000,"","",983730000,2012-12-27,KANTOR PUSAT DITJEN PEREKERETAAPIAN,"","",2013-04-12,APBN,2013,Jasa Konsultansi,293114,1000000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
252,31999,1030252,LPSE Kementerian Hukum dan HAM RI,KANWIL KALIMANTAN TIMUR,992252,Pengadaan Bahan Makanan Narapidana dan Tahanan,Panitia Pengadaan BAMA Napi/Tahanan pada Rutan Klas IIA Samarinda TA. 2013,2718432333,"","",2861200000,2012-12-07,Rumah Tahanan Negara Klas IIA Samarinda,"","",2012-12-31,APBN,2013,Pengadaan Barang,686252,2865250000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
114,7999,2743114,LPSE Kementerian Perhubungan,Ditjen Phb Udara,2816114,Subsidi Angkutan BBM Penerbangan Perintis termasuk Pengadaan drum Baru (500 Drum),PANITIA PENGADAAN BARANG/JASA BANDARA SULTAN BANTILAN TOLI-TOLI ,842393000,"","",997766000,2012-12-26,BANDAR UDARA SULTAN BANTILAN-TOLITOLI,"","",2013-02-05,APBN,2013,Pengadaan Barang,317114,997766000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
114,5999,2668114,LPSE Kementerian Perhubungan,Ditjen Perkeretaapian,2756114,Mengangkat Track Existing Untuk menyesuaikan Track Baru di Km. 166+025 s.d Km.166+800 Antara Brebes-Bulakamba Lintas Semarang Cirebon. Paket 18-13 TR 2 (Lelang Tidak Mengikat),Panitia Pengadaan Barang/Jasa Satker Peningkatan KA Lintas Utara Jawa,3146635000,"","",3226686000,2012-12-25,PENINGKATAN JALAN KA LINTAS UTARA JAWA,"","",2013-04-08,APBN,2013,Pekerjaan Konstruksi,304114,3232986000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
47,5047,4546047,LPSE Kementerian Kesehatan,DIREKTORAT JENDERAL BINA UPAYA KESEHATAN ,4072047,PEKERJAAN PEMBAKARAN SAMPAH MEDIS DI RSUP FATMAWATI KEBUTUHAN TAHUN 2013,POKJA PENGADAAN ULP RSUP Fatmawati Jakarta TA 2012,1427184000,"","",1436160000,2012-12-14,Rumah Sakit Umum Pusat Fatmawati Jakarta,"","",2013-01-14,BLU,2013,Jasa Lainnya,73047,1580502000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
252,39999,1201252,LPSE Kementerian Hukum dan HAM RI,KANWIL NUSA TENGGARA BARAT,1220252,PENGADAAN BAHAN MAKANAN NARAPIDANA/TAHANAN PADA RUMAH TAHANAN NEGARA KLAS II B PRAYA TAHUN ANGGARAN 2013,Pengadaan Bahan Makanan Narapidana Rutan Praya Tahun 2013,441076800,"","",443621700,2012-12-20,Rumah Tahanan Negara Praya,"","",2013-01-11,APBN,2013,Pengadaan Barang,614252,446760000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
114,5999,2432114,LPSE Kementerian Perhubungan,Ditjen Perkeretaapian,2494114,PENYUSUNAN DOKUMEN RKL-RPL“Telaah RKL-RPL Pembangunan Jalan KA antara Jatinegara-Bekasi” (seleksi umum tidak mengikat),PANITIA PENGADAAN JASA KONSULTANSI SATKER DDT TA.2013,276100000,"","",300000000,2012-12-03,PEMBANGUNAN DOUBLE DOUBLE TRACK,"","",2013-08-30,APBN,2013,Jasa Konsultansi,371114,300000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
114,7999,2617114,LPSE Kementerian Perhubungan,Ditjen Phb Udara,2700114,Pengadaan dan Pemasangan Genset 250 KVA termasuk Panel Distribusi dan ACOS 1 Paket,PANITIA PELELANGAN/PENGADAAN BARANG/JASA BANDARA RAHADI OSMAN KETAPANG,1610290000,"","",1700000000,2012-12-21,BANDAR UDARA RAHADI OSMAN KETAPANG,"","",2013-02-04,APBN,2013,Pengadaan Barang,266114,1700000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
252,25999,878252,LPSE Kementerian Hukum dan HAM RI,KANWIL JAWA TENGAH,856252,Pengadaan bahan makanan narapidana/tahanan Rutan Purworejo TA. 2013,Pengadaan bahan makanan narapidana/tahanan Rutan Purworejo TA. 2013,577833904,"","",578434875,2012-12-01,Rutan Purworejo,"","",2012-12-31,APBN,2013,Pengadaan Barang,384252,578525000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
114,6999,2719114,LPSE Kementerian Perhubungan,Ditjen Phb Darat,2801114,Pengadaan dan Pemasangan Fasilitas Keselamatan LLAJ Ruas Jalan Piasak-Sandai Segmen V (Lelang Tidak mengikat),PANITIA PENGADAAN BARANG/JASA SATKER LLAJ KALBAR TA.2013,4800625000,"","",4849751000,2012-12-26,Pengembangan LLAJ Kalimantan Barat ,"","",2013-02-25,APBN,2013,Pengadaan Barang,108114,4850000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
114,5999,2434114,LPSE Kementerian Perhubungan,Ditjen Perkeretaapian,2496114,"Paket B2 (Pemb. Fasilitas/Prasarana Perkeretaapian antara JNG-BKS) “Supervisi Pemb. Jalan KA Double Track Km. 13+750-Km. 16+200 antara JNG-BKS (Tahap I) (1,90 Km'sp)"" (tidak mengikat)",PANITIA PENGADAAN JASA KONSULTANSI SATKER DDT TA.2013,237900000,"","",251720000,2012-12-03,PEMBANGUNAN DOUBLE DOUBLE TRACK,"","",2013-08-30,APBN,2013,Jasa Konsultansi,371114,251720000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
114,5999,2855114,LPSE Kementerian Perhubungan,Ditjen Perkeretaapian,2923114,Supervisi/Pengawasan Perkuatan Jembatan KA Gunung Sangkaran Di BH. 297 Dengan Abutment Baru (J.2013 1A) (Lelang Tidak Mengikat),POKJA PENGADAAN SATKER PENGEMBANGAN PERKERETAAPIAN LAMPUNG,129000000,"","",130359000,2012-12-31,PENGEMBANGAN PERKERETAAPIAN LAMPUNG,"","",2013-03-27,APBN,2013,Jasa Konsultansi,3999,130359000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
69,1069,600069,LPSE Badan Pengkajian dan Penerapan Teknologi,BPPT,444069,Pengadaan Kompressor Seismik,Pokja Tim Pelaksana ULP Satker Balai TEKSURLA 2012,23100000000,"","",26156250000,2012-12-10,Balai Teknologi Survei Kelautan (BTSK),"","",2013-01-07,APBN,2013,Pengadaan Barang,4069,26156250000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
170,25170,1854170,LPSE Kementerian Agama,IAIN Sunan Ampel Surabaya,1841170,Langganan Internet Service Provider (ISP) Tahun 2013 IAIN Sunan Ampel,Pekerjaan Langganan Internet Service Provider (ISP) Tahun 2013 IAIN Sunan Ampel,950000000,"","",1283948000,2012-12-17,IAIN Sunan Ampel Surabaya,"","",2013-01-09,APBN,2012,Jasa Lainnya,10170,1290400000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
524,1524,2524,"LPSE Badan Meteorologi, Klimatologi dan Geofisika",BMKG,2524,Pengadaan Mesin Fotocopy B/W,Panitia Pokja SU,871200000,"","",900000000,2012-12-21,Sekretariat Utama,"","",2013-01-24,APBN,2012,Pengadaan Barang,3524,900000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
114,3999,2547114,LPSE Kementerian Perhubungan,Ditjen Phb Laut,2630114,Subsidi Pengoperasian Jasa Angkutan Laut Perintis Pangkalan Sanana Kode Trayek R-55 TA. 2013,PANITIA LELANG PEK.SUB.PENGOP. JASA ANGK.LAUT PERINTIS PANGKLN SANANA TA.2013,4243053438,"","",4250750000,2012-12-18,KANTOR UNIT PENYELENGGARA PELABUHAN KELAS II SANANA,"","",2013-01-15,APBN,2013,Jasa Lainnya,311114,4257681600,"",14748,Jakarta Pusat (Kota),DKI Jakarta
252,21999,1236252,LPSE Kementerian Hukum dan HAM RI,KANWIL BANGKA BELITUNG,1205252,PEngadaan Bahan Makanan Napi dan Tahanan Lapas Klas IIB Pangkalpianng,Panitia Pengadaan Bahan Makanan Narapidana dan Tahanan Lapas Pangkalpinang,996032800,"","",1001911200,2012-12-31,Lembaga Pemaysrakatan Klas IIA Pangkalpinang,"","",2013-01-31,APBN,2013,Pengadaan Barang,162252,1095000000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
47,5047,4494047,LPSE Kementerian Kesehatan,DIREKTORAT JENDERAL BINA UPAYA KESEHATAN ,4049047,Pengadaan Jasa Keamanan RS Kanker Dharmais Tahun Anggaran 2013,POKJA BELANJA OPERASIONAL ILP RS KANKER DHARMAIS TA 2012,1522433000,"","",1623500000,2012-12-03,"Rumah Sakit Kanker ""Dharmais""","","",2012-12-31,BLU,2013,Jasa Lainnya,137047,1623597750,"",14748,Jakarta Pusat (Kota),DKI Jakarta
252,23999,934252,LPSE Kementerian Hukum dan HAM RI,KANWIL BANTEN,927252,PENGADAAN BAHAN MAKANAN LAPAS KLAS II A PEMUDA TANGERANG TAHUN ANGGARAN 2013,Pengadaan Barang/Jasa Bahan Makanan Narapidana dan Tahanan Tahun Anggaran 2013,6183787720,"","",6902122700,2012-12-01,LP Klas IIA Pemuda Tangerang,"","",2012-12-29,APBN,2012,Pengadaan Barang,414252,6903391000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
114,5999,2772114,LPSE Kementerian Perhubungan,Ditjen Perkeretaapian,2836114,SUPERVISI PENINGKATAN JALAN KA ANTARA PERLANAAN-GUNUNG BAYU (LELANG TIDAK MENGIKAT),PANITIA PENGADAAN JASA KONSULTANSI KONSTRUKSI PERKERETAAPIAN SUMUT TA.2013,325523000,"","",357948000,2012-12-28,PENGEMBANGAN PERKERETAAPIAN SUMATERA UTARA,"","",2013-03-15,APBN,2013,Jasa Konsultansi,394114,358575000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
105,1105,451105,LPSE Kementerian Dalam Negeri,Sekretariat Jenderal,426105,Pengadaan Pekerjaan Jasa Cleaning Service,Panitia Pengadaan Barang Jasa Badan Pendidikan & Pelatihan Tahun 2012,691639300,"","",788034500,2012-12-06,Badan Pendidikan dan Pelatihan,"","",2013-01-07,APBN,2012,Pengadaan Barang,6105,788060000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
252,34999,1028252,LPSE Kementerian Hukum dan HAM RI,KANWIL SULAWESI SELATAN,1036252,Pengadaan Bahan Makanan Narapidana/Tahanan pada Rutan Kelas IIB Sinjai,PENGADAAN BARANG/JASA RUTAN KELAS IIB SINJAI 2013,382112500,"","",387591328,2012-12-08,RUTAN KELAS IIb SINJAI,"","",2013-01-01,APBN,2013,Pengadaan Barang,481252,387812000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
15,104015,4408015,LPSE Provinsi Jawa Timur,BADAN PENANGGULANGAN LUMPUR SIDOARJO,4521015,Sewa Kendaraan Operasional Roda 4 (empat),Pengadaan Barang/Jasa di lingkungan Satker Penanggulangan Lumpur Sidoarjo 2012,1930764000,CV. KANIA KARYA PRIMA,01.995.379.3-6150,2283864000,2012-12-06,Penanggulangan Lumpur Sidoarjo,"","",2013-01-17,APBN,2012,Jasa Lainnya,498015,2496000000,2584015,14847,Surabaya (Kota),Jawa Timur
105,1105,493105,LPSE Kementerian Dalam Negeri,Sekretariat Jenderal,473105,"Penyusunan Data Potensi dan Arah Pengembangan Wilayah Pesisir, Laut dan Pulau-Pulau Kecil",Pengadaan Barang/Jasa Ditjen Bina Pembangunan Daerah Kemendagri Tahun 2012-2013,1605417000,"","",1647797800,2012-12-17,Ditjen Bina Pembangunan Daerah,"","",2013-02-08,APBN,2013,Jasa Konsultansi,14105,1650000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
252,23999,994252,LPSE Kementerian Hukum dan HAM RI,KANWIL BANTEN,1001252,Pengadaan Bahan Makanan Napi/Tahanan Pada Rumah Tahanan Negara Klas IIB Rangkasbitung. ,Pengadaan Bahan Makanan Rutan Rangkasbitung Tahun Anggaran 2013,605298000,"","",627535541,2012-12-07,Rutan Klas IIB Rangkasbitung,"","",2012-12-29,APBN,2013,Pengadaan Barang,423252,627581000,"",14752,Jakarta Selatan (Kota),DKI Jakarta
114,3999,2548114,LPSE Kementerian Perhubungan,Ditjen Phb Laut,2632114,Jasa Angkutan Laut Perintis Pangkalan Biak Tahun Anggaran 2013 Kode Trayek R-61 (Pelelangan Tidak Mengikat),PANITIA PENGADAAN BARJAS PEK. JASA PELAYANAN PELAYARAN PERINTIS TA 2013,5011892600,"","",5021415400,2012-12-18,KANTOR KESYAHBANDARAN DAN OTORITAS PELABUHAN KELAS II BIAK,"","",2013-01-07,APBN,2013,Jasa Lainnya,192114,5119630400,"",14748,Jakarta Pusat (Kota),DKI Jakarta
105,1105,495105,LPSE Kementerian Dalam Negeri,Sekretariat Jenderal,475105,Pengadaan Bandwith Internet,Pengadaan Barang/Jasa Ditjen Bina Pembangunan Daerah Kemendagri Tahun 2012-2013,291720000,"","",445000000,2012-12-18,Ditjen Bina Pembangunan Daerah,"","",2013-01-10,APBN,2013,Jasa Lainnya,14105,445000000,"",14748,Jakarta Pusat (Kota),DKI Jakarta
29,1001,1644029,LPSE Universitas Diponegoro,Universitas Diponegoro,1476029,"Pengadaan Jasa Cleaning Service (Pelayanan Kebersihan) Gedung Kuliah, Gedung Dekanat dan Halaman Fakultas Psikologi Undip",Panitia Pengadaan Fakultas Psikologi Undip,106161000,CV. TAQESSA,21.026.357.0-5170,120000000,2012-12-26,Fakultas Psikologi,"","",2013-01-21,APBN,2013,Jasa Lainnya,24029,120000000,1880029,14807,Semarang (Kab.),Jawa Tengah
